idTopic,Topic,CategoryHierId,Category,TypeHierId,Type,TypeValue,CategoryValue,FSA
7,Income,4.1.1.1.1,    Revenu total médian en 2015 parmi les bénéficiaires ($),,,,23258.0,H1G
7,Income,4.1.2.1.1,    Revenu total moyen en 2015 parmi les bénéficiaires ($),,,,28696.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),,,,19660.0,H1G
7,Income,4.2.1.1,  Revenu total médian des ménages en 2015 ($),,,,42814.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.1,  Sans revenu total,1825.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.2,  Ayant un revenu total,35945.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3,  Pourcentage avec un revenu total,95.2,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.1,    Moins de 10 000 $ (comprend les pertes),5945.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.2,    10 000 $ à 19 999 $,9350.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.3,    20 000 $ à 29 999 $,7125.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.4,    30 000 $ à 39 999 $,5170.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.5,    40 000 $ à 49 999 $,3545.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.6,    50 000 $ à 59 999 $,2045.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.7,    60 000 $ à 69 999 $,1080.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.8,    70 000 $ à 79 999 $,645.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.9,    80 000 $ à 89 999 $,390.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.10,    90 000 $ à 99 999 $,225.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.11,    100 000 $ et plus,425.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.11.1,      100 000 $ à 149 999 $,320.0,37770.0,H1G
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.11.2,      150 000 $ et plus,105.0,37770.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.1,  Revenu total médian des ménages en 2015 ($),42814.0,19660.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2,  Revenu après impôt médian des ménages en 2015 ($),39765.0,19660.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.1,    Total - Statistiques du revenu en 2015  pour les ménages privés comptant une personne - Données intégrales (100 %),6695.0,19660.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.1.1,      Revenu total médian des ménages comptant une personne en 2015 ($),23506.0,19660.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.1.2,      Revenu après impôt médian des ménages comptant une personne en 2015 ($),22765.0,19660.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.2,    Total - Statistiques du revenu en 2015  pour les ménages privés comptant deux personnes ou plus - Données intégrales (100 %),12960.0,19660.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.2.1,      Revenu total médian des ménages comptant deux personnes ou plus en 2015 ($),54752.0,19660.0,H1G
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),4.2.1.2.2.2,      Revenu après impôt médian des ménages comptant deux personnes ou plus en 2015 ($),51139.0,19660.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.1,  Revenu total moyen des ménages en 2015 ($),52428.0,19670.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2,  Revenu après impôt moyen des ménages en 2015 ($),46454.0,19670.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.1,    Total - Statistiques du revenu en 2015 pour les ménages privés comptant une personne - Données-échantillon (25 %),6730.0,19670.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.1.1,      Revenu total moyen des ménages comptant une personne en 2015 ($),30042.0,19670.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.1.2,      Revenu après impôt moyen des ménages comptant une personne en 2015 ($),26243.0,19670.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.2,    Total - Statistiques du revenu en 2015 pour les ménages privés comptant deux personnes ou plus - Données-échantillon (25 %),12940.0,19670.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.2.1,      Revenu total moyen des ménages  comptant deux personnes ou plus en 2015 ($),64071.0,19670.0,H1G
7,Income,4.2.2,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données-échantillon (25 %),4.2.2.2.2.2,      Revenu après impôt moyen des ménages  comptant deux personnes ou plus en 2015 ($),56966.0,19670.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.1,  Moins de 5 000 $,215.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.2,  5 000 $ à 9 999 $,510.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.3,  10 000 $ à 14 999 $,1105.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.4,  15 000 $ à 19 999 $,1570.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.5,  20 000 $ à 24 999 $,1520.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.6,  25 000 $ à 29 999 $,1360.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.7,  30 000 $ à 34 999 $,1375.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.8,  35 000 $ à 39 999 $,1395.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.9,  40 000 $ à 44 999 $,1325.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.10,  45 000 $ à 49 999 $,1140.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.11,  50 000 $ à 59 999 $,1975.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.12,  60 000 $ à 69 999 $,1545.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.13,  70 000 $ à 79 999 $,1175.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.14,  80 000 $ à 89 999 $,825.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.15,  90 000 $ à 99 999 $,620.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16,  100 000 $ et plus,2000.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.1,    100 000 $ à 124 999 $,1010.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.2,    125 000 $ à 149 999 $,480.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.3,    150 000 $ à 199 999 $,360.0,19660.0,H1G
7,Income,4.2.3,Total - Tranches de revenu total du ménage en 2015 pour les ménages privés - Données intégrales (100 %),4.2.3.16.4,    200 000 $ et plus,155.0,19660.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.1,  Personnes n'ayant pas déménagé,40485.0,46045.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2,  Personnes ayant déménagé,5560.0,46045.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.1,    Non-migrants,4450.0,46045.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2,    Migrants,1110.0,46045.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.1,      Migrants internes,675.0,46045.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.1.1,        Migrants intraprovinciaux,620.0,46045.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.1.2,        Migrants interprovinciaux,50.0,46045.0,H1G
12,Mobility,14.1.1,Total - Mobilité 1 an auparavant - Données-échantillon (25 %),14.1.1.2.2.2,      Migrants externes,435.0,46045.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.1,  Personnes n'ayant pas déménagé,25565.0,43495.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2,  Personnes ayant déménagé,17935.0,43495.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.1,    Non-migrants,13030.0,43495.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2,    Migrants,4905.0,43495.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.1,      Migrants internes,1975.0,43495.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.1.1,        Migrants intraprovinciaux,1815.0,43495.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.1.2,        Migrants interprovinciaux,160.0,43495.0,H1G
12,Mobility,14.2.1,Total - Mobilité 5 ans auparavant - Données-échantillon (25 %),14.2.1.2.2.2,      Migrants externes,2925.0,43495.0,H1G
13,Population,1.1.1,"Population, 2016",,,,48556.0,H1G
13,Population,1.1.2,"Population, 2011",,,,,H1G
13,Population,1.1.3,"Variation en pourcentage de la population, 2011 à 2016",,,,,H1G
13,Population,1.1.4,Total des logements privés,,,,21206.0,H1G
13,Population,1.1.6,Densité de la population au kilomètre carré,,,,,H1G
13,Population,1.1.7,Superficie des terres en kilomètres carrés,,,,,H1G
13,Population,1.2.3,Âge moyen de la population,,,,41.4,H1G
13,Population,1.2.4,Âge médian de la population,,,,41.4,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1,  0 à 14 ans,8900.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1.1,    0 à 4 ans,3145.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1.2,    5 à 9 ans,3090.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.1.3,    10 à 14 ans,2670.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2,  15 à 64 ans,29985.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.1,    15 à 19 ans,2875.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.2,    20 à 24 ans,3125.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.3,    25 à 29 ans,2800.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.4,    30 à 34 ans,2785.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.5,    35 à 39 ans,2955.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.6,    40 à 44 ans,3000.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.7,    45 à 49 ans,3275.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.8,    50 à 54 ans,3355.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.9,    55 à 59 ans,3100.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.2.10,    60 à 64 ans,2715.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3,  65 ans et plus,9670.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.1,    65 à 69 ans,2505.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.2,    70 à 74 ans,2065.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.3,    75 à 79 ans,1875.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.4,    80 à 84 ans,1565.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5,    85 ans et plus,1655.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.1,      85 à 89 ans,1070.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.2,      90 à 94 ans,445.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.3,      95 à 99 ans,120.0,48555.0,H1G
13,Population,1.2.1,Total - Groupes d'âge et âge moyen de la population - Données intégrales (100 %),1.2.1.3.5.4,      100 ans et plus,20.0,48555.0,H1G
5,Housing,9.1.5,Nombre moyen de pièces par logement,,,,4.4,H1H
5,Housing,9.1.13.5,  Valeur médiane des logements ($),,,,324904.0,H1H
5,Housing,9.1.13.6,  Valeur moyenne des logements ($),,,,342328.0,H1H
5,Housing,9.1.1,Total - Ménages privés selon le mode d'occupation - Données-échantillons (25 %),9.1.1.1,  Propriétaire,4210.0,15435.0,H1H
5,Housing,9.1.1,Total - Ménages privés selon le mode d'occupation - Données-échantillons (25 %),9.1.1.2,  Locataire,11225.0,15435.0,H1H
5,Housing,9.1.1,Total - Ménages privés selon le mode d'occupation - Données-échantillons (25 %),9.1.1.3,  Logement de bande,0.0,15435.0,H1H
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.1,  Aucune chambre à coucher,250.0,15435.0,H1H
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.2,  1 chambre à coucher,3825.0,15435.0,H1H
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.3,  2 chambres à coucher,6315.0,15435.0,H1H
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.4,  3 chambres à coucher,4045.0,15435.0,H1H
5,Housing,9.1.3,Total - Logements privés occupés selon le nombre de chambres à coucher - Données-échantillons (25 %),9.1.3.5,  4 chambres à coucher ou plus,1000.0,15435.0,H1H
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.1,  1 à 4 pièces,9315.0,15435.0,H1H
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.2,  5 pièces,3540.0,15435.0,H1H
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.3,  6 pièces,1000.0,15435.0,H1H
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.4,  7 pièces,700.0,15435.0,H1H
5,Housing,9.1.4,Total - Logements privés occupés selon le nombre de pièces - Données-échantillons (25 %),9.1.4.5,  8 pièces ou plus,885.0,15435.0,H1H
5,Housing,9.1.8,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),9.1.8.1,  1960 ou avant,5375.0,15435.0,H1H
5,Housing,9.1.8,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),9.1.8.2,  1961 à 1980,6400.0,15435.0,H1H
5,Housing,9.1.8,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),9.1.8.3,  1981 à 1990,1660.0,15435.0,H1H
5,Housing,9.1.8,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),9.1.8.4,  1991 à 2000,945.0,15435.0,H1H
5,Housing,9.1.8,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),9.1.8.5,  2001 à 2005,345.0,15435.0,H1H
5,Housing,9.1.8,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),9.1.8.6,  2006 à 2010,400.0,15435.0,H1H
5,Housing,9.1.8,Total - Logements privés occupés selon la période de construction - Données-échantillons (25 %),9.1.8.7,  2011 à 2016,310.0,15435.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.1,  15 à 24 ans,360.0,15440.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.2,  25 à 34 ans,1795.0,15440.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.3,  35 à 44 ans,2700.0,15440.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.4,  45 à 54 ans,3190.0,15440.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.5,  55 à 64 ans,2905.0,15440.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.6,  65 à 74 ans,2120.0,15440.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.7,  75 à 84 ans,1555.0,15440.0,H1H
5,Housing,9.1.11,Total - Ménages privés selon l'âge du principal soutien du ménage - Données-échantillons (25 %),9.1.11.8,  85 ans et plus,815.0,15440.0,H1H
4,Family,2.1.2,Total - Ménages privés selon la taille du ménage - Données intégrales (100 %),,,,15450.0,H1H
4,Family,2.1.3,Nombre de personnes dans les ménages privés,,,,35065.0,H1H
4,Family,2.3.3,Total - Familles de recensement dans les ménages privés - Données intégrales (100 %),,,,8695.0,H1H
4,Family,2.3.6,Total - Personnes hors famille de recensement dans les ménages privés - Données intégrales (100 %),,,,8585.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.1,  Maison individuelle non attenante,1190.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.2,  Appartement dans un immeuble de cinq étages ou plus,1895.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.3,  Autre logement attenant,12360.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.3.1,    Maison jumelée,230.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.3.2,    Maison en rangée,140.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.3.3,    Appartement ou plain-pied dans un duplex,2840.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.3.4,    Appartement dans un immeuble de moins de cinq étages,9080.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.3.5,    Autre maison individuelle attenante,70.0,15450.0,H1H
4,Family,2.1.1,Total - Logements privés occupés par type de construction résidentielle - Données intégrales (100 %),2.1.1.4,  Logement mobile,0.0,15450.0,H1H
4,Family,2.3.4,Total - Familles de recensement comptant un couple dans les ménages privés - Données intégrales (100 %),2.3.4.1,  Couples sans enfants,2395.0,6270.0,H1H
4,Family,2.3.4,Total - Familles de recensement comptant un couple dans les ménages privés - Données intégrales (100 %),2.3.4.2,  Couples avec enfants,3875.0,6270.0,H1H
4,Family,2.3.4,Total - Familles de recensement comptant un couple dans les ménages privés - Données intégrales (100 %),2.3.4.2.1,    1 enfant,1420.0,6270.0,H1H
4,Family,2.3.4,Total - Familles de recensement comptant un couple dans les ménages privés - Données intégrales (100 %),2.3.4.2.2,    2 enfants,1435.0,6270.0,H1H
4,Family,2.3.4,Total - Familles de recensement comptant un couple dans les ménages privés - Données intégrales (100 %),2.3.4.2.3,    3 enfants ou plus,1020.0,6270.0,H1H
4,Family,2.3.5,Total - Familles de recensement monoparentales dans les ménages privés  - Données intégrales (100 %),2.3.5.1,  1 enfant,1495.0,2420.0,H1H
4,Family,2.3.5,Total - Familles de recensement monoparentales dans les ménages privés  - Données intégrales (100 %),2.3.5.2,  2 enfants,635.0,2420.0,H1H
4,Family,2.3.5,Total - Familles de recensement monoparentales dans les ménages privés  - Données intégrales (100 %),2.3.5.3,  3 enfants ou plus,295.0,2420.0,H1H
4,Family,2.4.1.3,  Ménages sans famille de recensement,2.4.1.3.1,    Ménages composés d'une personne,6270.0,6950.0,H1H
4,Family,2.4.1.3,  Ménages sans famille de recensement,2.4.1.3.2,    Ménages sans famille de recensement composés de deux personnes ou plus,680.0,6950.0,H1H
7,Income,4.1.1,Total - Statistiques du revenu en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),,,,28335.0,H1H
7,Income,4.1.1.1.1,    Revenu total médian en 2015 parmi les bénéficiaires ($),,,,23585.0,H1H
7,Income,4.1.2.1.1,    Revenu total moyen en 2015 parmi les bénéficiaires ($),,,,28971.0,H1H
7,Income,4.2.1,Total - Statistiques du revenu en 2015 pour les ménages privés selon la taille du ménage - Données intégrales (100 %),,,,15450.0,H1H
7,Income,4.2.1.1,  Revenu total médian des ménages en 2015 ($),,,,41965.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.1,  Sans revenu total,1265.0,28335.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.2,  Ayant un revenu total,27065.0,28335.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3,  Pourcentage avec un revenu total,95.5,28335.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.1,    Moins de 10 000 $ (comprend les pertes),4390.0,28335.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.2,    10 000 $ à 19 999 $,6760.0,28335.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.3,    20 000 $ à 29 999 $,5545.0,28335.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.4,    30 000 $ à 39 999 $,3985.0,28335.0,H1H
7,Income,4.1.5,Tranches de revenu total en 2015 pour la population âgée de 15 ans et plus dans les ménages privés - Données intégrales (100 %),4.1.5.3.5,    40 000 $ à 49 999 $,2760.0,28335.0,H1H
