Année,Arrondissement,Numéro d'arrondissement,Secteur,Mode de financement,Conseil,Catégorie,Application,Catégorie d'immeubles,Description des immeubles,Valeur minimale d'application,Valeur maximale d'application,Taux,Règle d'application
2020,LaSalle,18,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,2820",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,5837",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,5101",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5387",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,0592",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,1674",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,LaSalle,18,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0314",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0568",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,100001,,"0,22",$ / m3
2020,Le Plateau-Mont-Royal,22,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3472",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6372",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6412",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,6427",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,1633",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2744",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Le Plateau-Mont-Royal,22,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0408",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0614",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,100001,,"0,22",$ / m3
2020,Le Sud-Ouest,21,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3472",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6372",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6412",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,6427",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,1633",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2744",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Le Sud-Ouest,21,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0511",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0648",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,100001,,"0,22",$ / m3
2020,Mercier–Hochelaga-Maisonneuve,23,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3472",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6372",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6412",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,6427",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,1633",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2744",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Mercier–Hochelaga-Maisonneuve,23,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0671",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,1475",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Tarification,Conseil municipal,Tarification de l'eau,Simple,Résidentiels,Immeubles résidentiels,0,,30,$ / logement
2020,Montréal-Nord,16,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Montréal-Nord,16,,Tarification,Conseil municipal,Tarification de l'eau,Règles,Non résidentiels,Immeubles non résidentiels,0,,,"Le plus élevé de a) 0,17921 $ / 100 $ d'évaluation foncière non résidentielle ajustée, ou b) 0,165 $ / m3"
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,0888",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0686",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,1457",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6277",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6316",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5991",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,1196",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2554",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Montréal-Nord,16,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0307",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0475",$ / 100 $ d'évaluation
2020,Outremont,5,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Outremont,5,,Tarification,Conseil municipal,Tarification des matières résiduelles,Simple,Résidentiels,Immeubles résidentiels,0,,100,$ / logement
2020,Outremont,5,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,1043",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,1043",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3495",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,0228",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6043",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,5675",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5706",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,0911",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2086",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,0024",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0024",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"0,0102",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"0,0123",$ / 100 $ d'évaluation
2020,Outremont,5,,Taxation,Conseil municipal,Taxe spéciale relative à l'ARTM,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"0,0048",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0646",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Tarification,Conseil municipal,Tarification de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,85,$ / local
2020,Pierrefonds-Roxboro,13,Pierrefonds,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels,361,,"0,21",$ / m3
2020,Pierrefonds-Roxboro,13,Pierrefonds,Tarification,Conseil municipal,Tarification des matières résiduelles,Simple,Résidentiels,Immeubles résidentiels,0,,60,$ / logement
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,0957",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0752",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3109",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,5891",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,5520",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5273",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,0478",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Pierrefonds,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,1782",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil d'arrondissement,Taxe relative aux investissements,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0604",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Tarification,Conseil municipal,Tarification de l'eau,Simple,Non résidentiels,"Immeubles non résidentiels sauf blanchisserie, garage, lave-auto, marché aux puces, pépinière et restaurant",0,,180,$ / local
2020,Pierrefonds-Roxboro,13,Roxboro,Tarification,Conseil municipal,Tarification de l'eau,Simple,Non résidentiels,"Immeubles non résidentiels de type blanchisserie, garage, lave-auto, marché aux puces, pépinière et restaurant",0,,360,$ / local
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues desservis,0,,"0,0951",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,0687",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Réserve financière de l'eau,Simple,Non résidentiels,Immeubles non résidentiels,0,,"0,3017",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 5 logements ou moins et terrains vagues non desservis,0,,"0,6071",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Taxe foncière générale,Simple,Résidentiels,Immeubles résidentiels de 6 logements ou plus,0,,"0,6110",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui n'excède pas 625 000 $",0,625000,"2,5301",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Taxe foncière générale,Paliers,Non résidentiels,"Immeubles non résidentiels, tranche de valeur qui excède 625 000 $",625001,,"3,0506",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,Roxboro,Taxation,Conseil municipal,Taxe foncière générale,Simple,Terrains vagues desservis,Terrains vagues desservis,0,,"1,2142",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil d'arrondissement,Taxe relative aux services,Simple,Tous les immeubles,Tous les immeubles,0,,"0,0730",$ / 100 $ d'évaluation
2020,Pierrefonds-Roxboro,13,,Tarification,Conseil municipal,Tarification de l'eau,Simple,Résidentiels,Immeubles résidentiels,0,,30,$ / logement
2020,Pierrefonds-Roxboro,13,,Tarification,Conseil municipal,Tarification de l'eau,Paliers,Non résidentiels,Immeubles non résidentiels utilisés comme usines ou manufactures légères,100001,,"0,58",$ / m3
2020,Pierrefonds-Roxboro,13,,Taxation,Conseil municipal,Réserve financière de la voirie,Simple,Résidentiels,Immeubles résidentiels,0,,"0,0035",$ / 100 $ d'évaluation
