OBJECTID;DT_MAJ_GDUNO;COMBINE_NUO_NUI;CD_ORGNS;NOM_COURT_ORGNS;NOM_OFFCL_ORGNS;ADRS_GEO_L1_GDUNO_ORGNS;ADRS_GEO_L2_GDUNO_ORGNS;CD_POSTL_GDUNO_ORGNS;CD_MUNCP_GDUNO_ORGNS;NOM_MUNCP_GDUNO_ORGNS;CD_IMM;NOM_IMM;ADRS_GEO_L1_GDUNO_IMM;ADRS_GEO_L2_GDUNO_IMM;CD_MUNCP_GDUNO_IMM;NOM_MUNCP_GDUNO_IMM;CD_POSTL_GDUNO_IMM;PRESC;PRIM;SEC;FORM_PRO;ADULTE;SITE_WEB_ORGNS;COORD_X_LL84_IMM;COORD_Y_LL84_IMM;ORDRE_ENS;CD_CS;TYPE_CS;STYLE_CART
3532;20200706;113934481;762269;École Georges-Vanier;École Georges-Vanier;1205, rue Jarry Est;;H2P1W9;66023;Montréal;762025;Georges-Vanier;1205, rue Jarry Est;;66023;Montréal;H2P1W9;0;0;1;0;0;http://www.csdm.qc.ca/gvanier/;-73.625288;45.550218;Secondaire;762000;Franco;3_OrgImm_Franco_secondaire
3533;20200706;113914481;762267;Académie De Roberval;Académie De Roberval;1370, rue De Castelnau Est;;H2E1R9;66023;Montréal;762025;Georges-Vanier;1205, rue Jarry Est;;66023;Montréal;H2P1W9;0;0;1;0;0;http://www.csdm.qc.ca/AcademieDeRoberval/;-73.625288;45.550218;Secondaire;762000;Franco;3_OrgImm_Franco_secondaire
3534;20200706;113874482;762262;École Joseph-François-Perrault;École Joseph-François-Perrault;7450, rue François-Perrault;;H2A1L9;66023;Montréal;762004;Joseph-François-Perrault;7450, rue François-Perrault;;66023;Montréal;H2A1L9;0;0;1;0;0;http://www.csdm.qc.ca/jfp/;-73.600017;45.563281;Secondaire;762000;Franco;3_OrgImm_Franco_secondaire
3535;20200706;113684367;762221;École Irénée-Lussier;École Irénée-Lussier;4100, rue Hochelaga;;H1V1B6;66023;Montréal;762132;Irénée-Lussier;4100, rue Hochelaga;;66023;Montréal;H1V1B6;0;0;1;0;0;;-73.546628;45.552536;Secondaire;762000;Franco;3_OrgImm_Franco_secondaire
3536;20200706;112694370;762076;École Saint-Grégoire-le-Grand;École Saint-Grégoire-le-Grand;7950, rue Cartier;;H2E2K2;66023;Montréal;762299;Saint-Grégoire-le-Grand;7950, rue Cartier;;66023;Montréal;H2E2K2;1;1;0;0;0;http://www.csdm.qc.ca/st-gregoire/;-73.616827;45.552692;Préscolaire - Primaire;762000;Franco;4_OrgImm_Franco_presc_prim
3537;20200706;113604409;762209;École Saint-Pierre-Apôtre;École Saint-Pierre-Apôtre;8550, rue Clark;;H2P2N7;66023;Montréal;762240;Saint-Pierre-Apôtre;8550, rue Clark;;66023;Montréal;H2P2N7;1;1;0;0;0;http://www.csdm.qc.ca/spa/;-73.639504;45.540033;Préscolaire - Primaire;762000;Franco;4_OrgImm_Franco_presc_prim
3538;20200706;112624410;762069;École Saints-Martyrs-Canadiens;École Saints-Martyrs-Canadiens;9920, rue Parthenais;;H2B2L4;66023;Montréal;762226;Saints-Martyrs-Canadiens;9920, rue Parthenais;;66023;Montréal;H2B2L4;1;1;0;0;0;http://www.csdm.qc.ca/saints-martyrs/;-73.645883;45.570368;Préscolaire - Primaire;762000;Franco;4_OrgImm_Franco_presc_prim
3101;20200706;91933809;689408;CFP Mecatina;Centre de formation professionnelle Mecatina;La Tabatière;;G0G1T0;98014;Gros-Mécatina;689030;Mécatina;La Tabatière;;98014;Gros-Mécatina;G0G1T0;0;0;0;1;0;;-58.958308;50.829549;Formation professionnelle;689000;Statut;8_OrgImm_Statut_Fp
3102;20200706;91753809;689308;CEA Mecatina;Centre d'éducation des adultes Mecatina;La Tabatière;;G0G1T0;98014;Gros-Mécatina;689030;Mécatina;La Tabatière;;98014;Gros-Mécatina;G0G1T0;0;0;0;0;1;;-58.958308;50.829549;Éducation aux adultes;689000;Statut;9_OrgImm_Statut_Adu
3103;20200706;91443809;689008;École Mecatina;École Mecatina;La Tabatière;;G0G1T0;98014;Gros-Mécatina;689030;Mécatina;La Tabatière;;98014;Gros-Mécatina;G0G1T0;1;1;1;0;0;http://www.csdulittoral.qc.ca/MrsElstClass_fichiers/frame.htm;-58.958308;50.829549;Préscolaire - Primaire - Secondaire;689000;Statut;5_OrgImm_Statut_presc_prim_sec
3104;20200706;91963810;689412;CFP Saint-Augustine;Centre de formation professionnelle Saint-Augustine;Rivière Saint-Augustin;;G0G2R0;98012;Saint-Augustin;689031;Saint-Augustin;Saint-Augustin;;98012;Saint-Augustin;G0G2R0;0;0;0;1;0;;-58.647792;51.226592;Formation professionnelle;689000;Statut;8_OrgImm_Statut_Fp
3105;20200706;91793810;689312;CEA Saint-Augustine;Centre d'éducation des adultes Saint-Augustine;Rivière Saint-Augustin;;G0G2R0;98012;Saint-Augustin;689031;Saint-Augustin;Saint-Augustin;;98012;Saint-Augustin;G0G2R0;0;0;0;0;1;;-58.647792;51.226592;Éducation aux adultes;689000;Statut;9_OrgImm_Statut_Adu
3106;20200706;91533810;689012;École Saint-Augustine;École Saint-Augustine;Rivière Saint-Augustin;;G0G2R0;98012;Saint-Augustin;689031;Saint-Augustin;Saint-Augustin;;98012;Saint-Augustin;G0G2R0;1;1;1;0;0;;-58.647792;51.226592;Préscolaire - Primaire - Secondaire;689000;Statut;5_OrgImm_Statut_presc_prim_sec
3107;20200706;92013846;689417;CFP Saint-Joseph;Centre de formation professionnelle Saint-Joseph;Port-Menier;;G0G2Y0;98020;L'Île-d'Anticosti;689039;Saint-Joseph;Port-Menier;;98020;L'Île-d'Anticosti;G0G2Y0;0;0;0;1;0;;-64.350185;49.817597;Formation professionnelle;689000;Statut;8_OrgImm_Statut_Fp
3108;20200706;91863846;689317;CEA Saint-Joseph;Centre d'éducation des adultes Saint-Joseph;Port-Menier;;G0G2Y0;98020;L'Île-d'Anticosti;689039;Saint-Joseph;Port-Menier;;98020;L'Île-d'Anticosti;G0G2Y0;0;0;0;0;1;;-64.350185;49.817597;Éducation aux adultes;689000;Statut;9_OrgImm_Statut_Adu
3109;20200706;91633846;689017;École Saint-Joseph;École Saint-Joseph;Port-Menier;;G0G2Y0;98020;L'Île-d'Anticosti;689039;Saint-Joseph;Port-Menier;;98020;L'Île-d'Anticosti;G0G2Y0;1;1;1;0;0;;-64.350185;49.817597;Préscolaire - Primaire - Secondaire;689000;Statut;5_OrgImm_Statut_presc_prim_sec
3243;20200706;115423951;763310;CEA Outremont;Centre d'éducation des adultes Outremont;500, boulevard Dollard;;H2V3G2;66023;Montréal;763011;Henri-Beaulieu;235, rue Bleignier;;66023;Montréal;H4N1B1;0;0;0;0;1;http://outremont.centrecsmb.com;-73.673819;45.529053;Éducation aux adultes;763000;Franco;9_OrgImm_Franco_Adu
3244;20200706;114523951;763011;École Henri-Beaulieu;École Henri-Beaulieu;235, rue Bleignier;;H4N1B1;66023;Montréal;763011;Henri-Beaulieu;235, rue Bleignier;;66023;Montréal;H4N1B1;1;1;0;0;0;http://www.ecolecsmb.com/henribeaulieu;-73.673819;45.529053;Préscolaire - Primaire;763000;Franco;4_OrgImm_Franco_presc_prim
3245;20200706;114483952;763007;École Édouard-Laurin;École Édouard-Laurin;1085, rue Tassé;;H4L1P7;66023;Montréal;763007;Édouard-Laurin;1085, rue Tassé;;66023;Montréal;H4L1P7;1;1;0;0;0;http://www3.csmb.qc.ca/ecoles/edouard-laurin;-73.684163;45.521316;Préscolaire - Primaire;763000;Franco;4_OrgImm_Franco_presc_prim
3246;20200706;115423953;763310;CEA Outremont;Centre d'éducation des adultes Outremont;500, boulevard Dollard;;H2V3G2;66023;Montréal;763005;Bois-Franc-Aquarelle, édifice Bois-Franc;2085, rue de Londres;;66023;Montréal;H4L3A5;0;0;0;0;1;http://outremont.centrecsmb.com;-73.698392;45.523164;Éducation aux adultes;763000;Franco;9_OrgImm_Franco_Adu
3247;20200706;114463953;763005;École Bois-Franc-Aquarelle;École Bois-Franc-Aquarelle;2085, rue de Londres;;H4L3A5;66023;Montréal;763005;Bois-Franc-Aquarelle, édifice Bois-Franc;2085, rue de Londres;;66023;Montréal;H4L3A5;1;1;0;0;0;http://www3.csmb.qc.ca/ecoles/bois-franc-aquarelle;-73.698392;45.523164;Préscolaire - Primaire;763000;Franco;4_OrgImm_Franco_presc_prim
3248;20200706;114813994;763110;École Notre-Dame-de-la-Garde;École Notre-Dame-de-la-Garde;755, avenue Brault;;H4H2B3;66023;Montréal;763106;Notre-Dame-de-la-Garde, édifice Richard;760, rue Richard;;66023;Montréal;H4H2A6;0;1;0;0;0;www3.csmb.qc.ca/ecoles/notre-dame-de-la-garde;-73.575802;45.448594;Primaire;763000;Franco;2_OrgImm_Franco_primaire
3249;20200706;115313996;763301;CEA Champlain;Centre d'éducation des adultes Champlain;1201, rue Argyle;;H4H1V4;66023;Montréal;763056;Carrefour multiservice (CMS);1100, 5e Avenue;;66023;Montréal;H4G2Z7;0;0;0;0;1;http://champlain.centrecsmb.com;-73.578007;45.456199;Éducation aux adultes;763000;Franco;9_OrgImm_Franco_Adu
3250;20200706;114504036;763009;École Guy-Drummond;École Guy-Drummond;1475, avenue Lajoie;;H2V1P9;66023;Montréal;763009;Guy-Drummond;1475, avenue Lajoie;;66023;Montréal;H2V1P9;1;1;0;0;0;www.ecolecsmb.com/guydrummond;-73.613629;45.518411;Préscolaire - Primaire;763000;Franco;4_OrgImm_Franco_presc_prim
3251;20200706;137804037;887016;École Hampstead;École Hampstead;83, chemin Thurlow;;H3X3G8;66062;Hampstead;887043;Hampstead;83, chemin Thurlow;;66062;Hampstead;H3X3G8;1;1;0;0;0;http://www.emsb.qc.ca/hampstead;-73.64275;45.479757;Préscolaire - Primaire;887000;Anglo;4_OrgImm_Anglo_presc_prim
4852;20200706;273897312;721403;CFP du Pays-des-Bleuets;Centre de formation professionnelle du Pays-des-Bleuets;400, 2e Avenue;;G8L3C6;92022;Dolbeau-Mistassini;721803;STAGEM;150, route Sainte-Hedwidge;;91025;Roberval;G8H2M9;0;0;0;1;0;http://www.cspaysbleuets.qc.ca/ecoles/roberval/fp2002/;-72.26347;48.531815;Formation professionnelle;721000;Franco;8_OrgImm_Franco_Fp
4853;20200706;255677222;772026;École du Marais;École du Marais;200, rue du Marigot;;J9J0T9;81017;Gatineau;772014;Marais, du;200, rue du Marigot;;81017;Gatineau;J9J0T9;1;1;0;0;0;;-75.806508;45.426234;Préscolaire - Primaire;772000;Franco;4_OrgImm_Franco_presc_prim
4854;20200706;136597285;884031;École Reach;École Reach;471, rue Green;;J4R1V2;58012;Saint-Lambert;884806;REACH - Adam's PACE;900, rue Riverside;;58012;Saint-Lambert;J4P3P2;0;0;1;0;0;;-73.520389;45.516352;Secondaire;884000;Anglo;3_OrgImm_Anglo_secondaire
4855;20200706;118597294;782019;École D'Iberville;École D'Iberville;275, avenue Forbes;;J9X5C9;86042;Rouyn-Noranda;782806;Complexe Youville;12, avenue du Palais;;86042;Rouyn-Noranda;J9X5N5;1;1;1;0;0;http://www.ecolediberville.qc.ca/;-79.021488;48.243608;Préscolaire - Primaire - Secondaire;782000;Franco;5_OrgImm_Franco_presc_prim_sec
4856;20200706;118587294;782018;École La Source;École La Source;9, 10e Rue;;J9X2C5;86042;Rouyn-Noranda;782806;Complexe Youville;12, avenue du Palais;;86042;Rouyn-Noranda;J9X5N5;0;1;1;0;0;;-79.021488;48.243608;Primaire - Secondaire;782000;Franco;7_OrgImm_Franco_prim_sec
4857;20200706;279297306;884451;Centre professionnelle ACCESS Royal Oak;Centre de formation professionnelle ACCESS Royal Oak;3555 rue Rocheleau;;J3Y4T6;58227;Longueuil;884020;Centre administratif;7525, chemin de Chambly;;58227;Longueuil;J3Y5K2;0;0;0;1;0;;-73.38973;45.489545;Formation professionnelle;884000;Anglo;8_OrgImm_Anglo_Fp
4858;20200706;279287306;884351;Centre des adultes ACCESS Royal Oak;Centre d'éducation des adultes ACCESS Royal Oak;3555 rue Rocheleau;;J3Y4T6;58227;Longueuil;884020;Centre administratif;7525, chemin de Chambly;;58227;Longueuil;J3Y5K2;0;0;0;0;1;;-73.38973;45.489545;Éducation aux adultes;884000;Anglo;9_OrgImm_Anglo_Adu
4859;20200706;136707306;884450;Centre professionnelle ACCESS Cleghorn;Centre de formation professionnelle ACCESS Cleghorn;163 avenue Cleghorn;;J4R2J4;58012;Saint-Lambert;884020;Centre administratif;7525, chemin de Chambly;;58227;Longueuil;J3Y5K2;0;0;0;1;0;;-73.38973;45.489545;Formation professionnelle;884000;Anglo;8_OrgImm_Anglo_Fp
4860;20200706;136677306;884350;Centre des adultes ACCESS Cleghorn;Centre d'éducation des adultes ACCESS Cleghorn;163, avenue Cleghorn;;J4R2J4;58012;Saint-Lambert;884020;Centre administratif;7525, chemin de Chambly;;58227;Longueuil;J3Y5K2;0;0;0;0;1;;-73.38973;45.489545;Éducation aux adultes;884000;Anglo;9_OrgImm_Anglo_Adu
4985;20200706;95787400;721301;CEA Le Parcours--Le Tremplin;Centre d'éducation des adultes du Parcours-et-du-Tremplin;1840, rue Provencher;;G8L2A6;92022;Dolbeau-Mistassini;721804;Maison d'intégration Norlac;162, 4e Avenue;;92022;Dolbeau-Mistassini;G8L2S6;0;0;0;0;1;http://www.cspaysbleuets.qc.ca/ecoles/roberval/fp2002/;-72.223991;48.877086;Éducation aux adultes;721000;Franco;9_OrgImm_Franco_Adu
4986;20200706;126497401;842086;École primaire de la Passerelle;École primaire de la Passerelle;33, boulevard Brassard;;J0K3E0;61005;Saint-Paul;842046;Vert-Demain;157, rue des Tourelles;;61005;Saint-Paul;J0K3E0;1;1;0;0;0;www.cssamares.qc.ca;-73.449356;45.996065;Préscolaire - Primaire;842000;Franco;4_OrgImm_Franco_presc_prim
4987;20200706;266877402;852043;École du Grand-Héron;École du Grand-Héron;1131, montée Morel;;J5J2S1;75028;Sainte-Sophie;852035;Grand-Héron, Du;1131, montée Morel;;75028;Sainte-Sophie;J5J2S1;1;1;0;0;0;http://www.csrdn.qc.ca/template.asp?id=84;-73.956965;45.838923;Préscolaire - Primaire;852000;Franco;4_OrgImm_Franco_presc_prim
4988;20200706;266907403;852044;École aux Couleurs-du-Savoir;École aux Couleurs-du-Savoir;1801, montée Sainte-Thérèse;;J5L2L2;75017;Saint-Jérôme;852036;Couleurs-du-Savoir, Aux;1801, montée Sainte-Thérèse;;75017;Saint-Jérôme;J5L2L2;1;1;0;0;0;http://www.csrdn.qc.ca/template.asp?id=84;-74.045169;45.810159;Préscolaire - Primaire;852000;Franco;4_OrgImm_Franco_presc_prim
4989;20200706;279257419;831370;Établissement Leclerc;Établissement Leclerc;400, montée Saint-François;;H7C1S7;65005;Laval;831798;Établissement Leclerc;400, montée Saint-François;;65005;Laval;H7C1S7;0;0;0;0;1;;-73.654771;45.619015;Éducation aux adultes;831000;Franco;9_OrgImm_Franco_Adu
4990;20200706;267637420;864026;École de la Rose-des-Vents;École de la Rose-des-Vents;8500, rue de Londres;;J4Y0M9;58007;Brossard;864026;Rose-des-Vents, de la;8500, rue de Londres;;58007;Brossard;J4Y0M9;1;1;0;0;0;http://neb.ecoles.csmv.qc.ca/;-73.449923;45.42783;Préscolaire - Primaire;864000;Franco;4_OrgImm_Franco_presc_prim
4991;20200706;114147416;762328;CEA Champagnat;Centre Champagnat;5017, rue Saint-Hubert;;H2J2X9;66023;Montréal;762796;Établissement de Rivière-des-Prairies;11900, rue Armand-Chaput;;66023;Montréal;H1C1S7;0;0;0;0;1;http://www.csdm.qc.ca/champagnat;-73.535905;45.660671;Éducation aux adultes;762000;Franco;9_OrgImm_Franco_Adu
4992;20200706;266917417;865152;École des Coeurs-Vaillants;École des Coeurs-Vaillants;5200, rue Bourgchemin;;J0L1C0;59035;Contrecoeur;865021;Coeurs-Vaillants, des;5200, rue Bourgchemin;;59035;Contrecoeur;J0L1C0;1;1;0;0;0;;-73.22513;45.856849;Préscolaire - Primaire;865000;Franco;4_OrgImm_Franco_presc_prim
4726;20200706;98577082;732363;CEA Centre Saint-Louis;Centre Saint-Louis;262, rue Racine;;G2B1E6;23027;Québec;732796;Établissement de Québec - Secteur féminin;500, rue de la Faune;;23027;Québec;G1G5E4;0;0;0;0;1;http://www.centrestlouis.com/;-71.316129;46.886988;Éducation aux adultes;732000;Franco;9_OrgImm_Franco_Adu
4727;20200706;160307083;732053;École régionale des Quatre-Saisons;École régionale des Quatre-Saisons;215, rue des Peupliers Ouest;;G1L1H8;23027;Québec;732856;IRDPQ, site François-Charron;525, Wilfrid-Hamel;;23027;Québec;G1M2S8;1;1;1;0;0;http://cscapitale-ecole-regionale-desquatre-saisons.ca/;-71.245954;46.819757;Préscolaire - Primaire - Secondaire;732000;Franco;5_OrgImm_Franco_presc_prim_sec
4728;20200706;133237094;867430;École de form. prof. de Châteauguay (FP);École de formation professionnelle de Châteauguay (FP);225, boulevard Brisebois;;J6K3X4;67050;Châteauguay;867803;226, boulevard Industriel;226, boulevard Industriel;;67050;Châteauguay;J6J4Z2;0;0;0;1;0;http://www.efpc.qc.ca;-73.688431;45.35175;Formation professionnelle;867000;Franco;8_OrgImm_Franco_Fp
4729;20200706;133197094;867336;École de form. prof. de Châteauguay;École de formation professionnelle de Châteauguay (FGA);225, boulevard Brisebois;;J6K3X4;67050;Châteauguay;867803;226, boulevard Industriel;226, boulevard Industriel;;67050;Châteauguay;J6J4Z2;0;0;0;0;1;http://www.efpc.qc.ca/;-73.688431;45.35175;Éducation aux adultes;867000;Franco;9_OrgImm_Franco_Adu
4730;20200706;135006987;872467;Centre de formation Vision 20 20;Centre de formation professionnelle Vision 20 20;595, rue Notre-Dame Est;;G6P4B2;39062;Victoriaville;872015;CIFIT;59, boul. Labbé Sud;;39062;Victoriaville;G6S0B6;0;0;0;1;0;http://fp.csbf.qc.ca/;-71.938786;46.063002;Formation professionnelle;872000;Franco;8_OrgImm_Franco_Fp
4731;20200706;134966987;872316;Centre Monseigneur-Côté;Centre Monseigneur-Côté;38, rue Laurier Ouest;;G6P6P3;39062;Victoriaville;872015;CIFIT;59, boul. Labbé Sud;;39062;Victoriaville;G6S0B6;0;0;0;0;1;http://centremonseigneurcote.com/;-71.938786;46.063002;Éducation aux adultes;872000;Franco;9_OrgImm_Franco_Adu
4732;20200706;131865673;865331;Centre d'éducation des adultes;Centre d'éducation des adultes des Patriotes;1430, rue Montarville;;J3V3T5;58037;Saint-Bruno-de-Montarville;865850;Secondaire le Tremplin;1501, avenue De Salaberry;;57005;Chambly;J3L4V8;0;0;0;0;1;http://cfr.csp.qc.ca/;-73.31018;45.444586;Éducation aux adultes;865000;Franco;9_OrgImm_Franco_Adu
4733;20200706;131265673;865140;École secondaire le Tremplin;École secondaire le Tremplin;1501, avenue De Salaberry;;J3L4V8;57005;Chambly;865850;Secondaire le Tremplin;1501, avenue De Salaberry;;57005;Chambly;J3L4V8;0;1;1;0;0;http://letremplin.csp.qc.ca/;-73.31018;45.444586;Primaire - Secondaire;865000;Franco;7_OrgImm_Franco_prim_sec
4861;20200706;126357257;842064;École primaire des Prairies;École primaire des Prairies;189, rue Jetté;;J6E1H7;61030;Notre-Dame-des-Prairies;842039;Bâtiment multifonctionnel NDP-CSS;171, rue Jetté;;61030;Notre-Dame-des-Prairies;J6E1H7;1;1;0;0;0;www.cssamares.qc.ca;-73.4316;46.040879;Préscolaire - Primaire;842000;Franco;4_OrgImm_Franco_presc_prim
4862;20200706;125997258;842025;École primaire Bernèche;École primaire Bernèche;239, rue du Collège;;J0K2S0;62015;Saint-Jean-de-Matha;842042;Chalet des loisirs;240, rue du Collège;;62015;Saint-Jean-de-Matha;J0K2S0;1;1;0;0;0;www.cssamares.qc.ca;-73.530706;46.230214;Préscolaire - Primaire;842000;Franco;4_OrgImm_Franco_presc_prim
4863;20200706;134477282;872008;École Saint-Gabriel-Lalemant;École Saint-Gabriel-Lalemant;5, rue Habel;;G6P4M2;39062;Victoriaville;872020;Saint-Gabriel-Lalemant (Église);45, boulevard Justras Est;;39062;Victoriaville;G6P4K6;1;1;0;0;0;http://spip.csbf.qc.ca/stgabriel/;-71.955255;46.052322;Préscolaire - Primaire;872000;Franco;4_OrgImm_Franco_presc_prim
4864;20200706;262087264;869043;École de l'Hymne-au-Printemps;École de l'Hymne-au-Printemps;99, rue Maurice-Richard;;J7V0H6;71083;Vaudreuil-Dorion;869035;Hymne-au-Printemps, de l';99, rue Maurice-Richard;;71083;Vaudreuil-Dorion;J7V0H6;1;1;0;0;0;www.cstrois-lacs/ecoles/primaire/hymne-au-printemps/;-74.050989;45.392386;Préscolaire - Primaire;869000;Franco;4_OrgImm_Franco_presc_prim
4865;20200706;267447265;869048;École Brind'Amour;École Brind'Amour;400 avenue Saint-Charles;Pavillon P;J7V6B1;71083;Vaudreuil-Dorion;869042;Brind'Amour;400, avenue Saint-Charles;;71083;Vaudreuil-Dorion;J7V6B1;1;1;0;0;0;http://www.cstrois-lacs.qc.ca/ecoles/primaire/brindamour;-74.028078;45.393752;Préscolaire - Primaire;869000;Franco;4_OrgImm_Franco_presc_prim
4866;20200706;262097266;869049;École des Orioles;École des Orioles;20, avenue des Maîtres;;J0P1Z0;71025;Saint-Zotique;869043;Orioles, des;20, avenue des Maîtres;;71025;Saint-Zotique;J0P1Z0;1;1;0;0;0;www.orioles@cstrois-lacs.qc.ca;-74.251386;45.241172;Préscolaire - Primaire;869000;Franco;4_OrgImm_Franco_presc_prim
4867;20200706;111657320;761058;École Marc-Laflamme - Le Prélude;École Marc-Laflamme - Le Prélude;555 19e Avenue;;H1B3E3;66023;Montréal;761073;Marc-Laflamme-Le Prélude;555, 19e Avenue;;66023;Montréal;H1B3E3;1;1;1;0;0;http://www.cspi.qc.ca/ml/;-73.490476;45.645822;Préscolaire - Primaire - Secondaire;761000;Franco;5_OrgImm_Franco_presc_prim_sec
4868;20200706;94447286;713401;CFP du Fleuve-et-des-Lacs;Centre de formation professionnelle du Fleuve-et-des-Lacs;30, rue Bérubé;;G0L1E0;13073;Témiscouata-sur-le-Lac;713008;Bureau (Basley);1000, rue Baseley;;13005;Dégelis;G5T2C9;0;0;0;1;0;http://www.csfl.qc.ca;-68.568023;47.597268;Formation professionnelle;713000;Franco;8_OrgImm_Franco_Fp
4993;20200706;131867417;865331;Centre d'éducation des adultes;Centre d'éducation des adultes des Patriotes;1430, rue Montarville;;J3V3T5;58037;Saint-Bruno-de-Montarville;865021;Coeurs-Vaillants, des;5200, rue Bourgchemin;;59035;Contrecoeur;J0L1C0;0;0;0;0;1;http://cfr.csp.qc.ca/;-73.22513;45.856849;Éducation aux adultes;865000;Franco;9_OrgImm_Franco_Adu
4994;20200706;99067469;734007;École du Trivent;École du Trivent;3, rue du Couvent;;G0A3K0;22045;Sainte-Brigitte-de-Laval;734038;Trivent 2, du;7, rue Saint-Paul;;22045;Sainte-Brigitte-de-Laval;G0A3K0;1;1;0;0;0;;-71.189733;47.003039;Préscolaire - Primaire;734000;Franco;4_OrgImm_Franco_presc_prim
4995;20200706;269407465;763026;École au Trésor-du-Boisé;École au Trésor-du-Boisé;3925, rue Claude-Henri-Grignon;;H4R3K2;66023;Montréal;763133;Trésor-du-Boisé, au;3925, rue Claude-Henri-Grignon;;66023;Montréal;H4R3K2;1;1;0;0;0;http://autresorduboise.ecolesaintlaurent.ca/;-73.71826;45.509081;Préscolaire - Primaire;763000;Franco;4_OrgImm_Franco_presc_prim
4996;20200706;269417466;763128;École des Marguerite;École des Marguerite;100, boulevard de l'Île-des-Soeurs;;H3E0C7;66023;Montréal;763134;Marguerite, des;100, boul. de l'Île-des-Soeurs;;66023;Montréal;H4G2P9;1;1;0;0;0;www.ecolecsmb.com/iledessoeurs;-73.544394;45.46477;Préscolaire - Primaire;763000;Franco;4_OrgImm_Franco_presc_prim
4997;20200706;118827481;783350;Centre de form. gén.  Le Macadam;Centre de formation générale Le Macadam;341, rue Principale Nord;;J9T2L8;88055;Amos;783801;DRHAK;55, rue Migwan;;88055;Amos;J9T3A3;0;0;0;0;1;http://www.csharricana.qc.ca/centre/cfgh/index.html;-78.12042;48.596909;Éducation aux adultes;783000;Franco;9_OrgImm_Franco_Adu
4998;20200706;269457451;824076;École de l'Étoile;École de l'Étoile;1300 rue de l'Étoile;;G7A0S2;25213;Lévis;824054;Étoile, de l';1300, rue de l'Étoile;;25213;Lévis;G7A0S2;1;1;0;0;0;https://web.csdn.qc.ca/ecoles/ecole-de-letoile;-71.316589;46.726621;Préscolaire - Primaire;824000;Franco;4_OrgImm_Franco_presc_prim
4999;20200706;279297484;884451;Centre professionnelle ACCESS Royal Oak;Centre de formation professionnelle ACCESS Royal Oak;3555 rue Rocheleau;;J3Y4T6;58227;Longueuil;884808;CFP et CEA ACCESS - Darwin;2121, rue Darwin;;59010;Sainte-Julie;J3E0C9;0;0;0;1;0;;-73.305816;45.57618;Formation professionnelle;884000;Anglo;8_OrgImm_Anglo_Fp
5000;20200706;117737521;773370;Centre la Cité;Centre la Cité;50, rue des Servantes;;J8M1C2;81017;Gatineau;773802;Place 121;121, avenue Lépine;;81017;Gatineau;J8L3G1;0;0;0;0;1;;-75.410453;45.575747;Éducation aux adultes;773000;Franco;9_OrgImm_Franco_Adu
5001;20200706;279287522;884351;Centre des adultes ACCESS Royal Oak;Centre d'éducation des adultes ACCESS Royal Oak;3555 rue Rocheleau;;J3Y4T6;58227;Longueuil;884805;CFP et CEA ACCESS - Brossard;7900, boulevard Taschereau;;58007;Brossard;J4X1C2;0;0;0;0;1;;-73.468485;45.452235;Éducation aux adultes;884000;Anglo;9_OrgImm_Anglo_Adu
4734;20200706;128787045;854302;Centre Christ-Roi;Centre d'éducation des adultes Christ-Roi;545, rue du Pont;;J9L2S2;79088;Mont-Laurier;854850;Centre de services de Rivière-Rouge;1525, rue L'Annonciation;;79037;Rivière-Rouge;J0T1T0;0;0;0;0;1;;-74.884683;46.420799;Éducation aux adultes;854000;Franco;9_OrgImm_Franco_Adu
4735;20200706;245987046;769102;École Ikaarvik;École Ikaarvik;Puvirnituq;;J0M1P0;99120;Puvirnituq;769738;Ikaarvik;218;;99120;Puvirnituq;J0M1P0;1;1;0;0;0;;-77.272698;60.036847;Préscolaire - Primaire;769000;Statut;4_OrgImm_Statut_presc_prim
4736;20200706;98246995;732040;École de la Grande-Hermine;École de la Grande-Hermine;1355, 2e Avenue;;G1L0A6;23027;Québec;732077;Grande-Hermine, de la;1355, 2e Avenue;;23027;Québec;G1L0A6;1;1;0;0;0;http://cscapitale-ecole-delagrande-hermine.ca/;-71.233678;46.827927;Préscolaire - Primaire;732000;Franco;4_OrgImm_Franco_presc_prim
4737;20200706;137116998;885301;CDC LAURIER - VIMONT;Centre de développement des compétences Laurier - Vimont;2100, boulevard des Laurentides;;H7M2Y6;65005;Laval;885806;CDC Laurier-Vimont;2100, boul. des Laurentides;;65005;Laval;H7M2Y6;0;0;0;0;1;www.swlauriersb.qc.ca;-73.734468;45.608171;Éducation aux adultes;885000;Anglo;9_OrgImm_Anglo_Adu
4738;20200706;104167025;742461;École forestière de La Tuque;École forestière de La Tuque - Formation professionnelle;461, rue Saint-François;;G9X1T8;90012;La Tuque;742016;Garage Honco;1551, chemin du Lac-La-Ligne;;90012;La Tuque;G9X3Y6;0;0;0;1;0;http://www.csenergie.qc.ca;-72.716916;47.447876;Formation professionnelle;742000;Franco;8_OrgImm_Franco_Fp
